location,horizon,forecast_date,target_date,week_of_season,season_year,actual,predicted,residual_log
New Hampshire,4,2024-12-07,2025-01-04,5,2024,108.0,24.74192619477575,1.4432268501191223
New Jersey,4,2024-12-07,2025-01-04,5,2024,1326.0,220.99812509692185,1.6
New Mexico,4,2024-12-07,2025-01-04,5,2024,320.00000000000006,84.07651957475824,1.327890041312692
New York,4,2024-12-07,2025-01-04,5,2024,2593.9999999999995,570.3689687006458,1.5133066147672656
North Carolina,4,2024-12-07,2025-01-04,5,2024,942.0,159.4504177129934,1.6
North Dakota,4,2024-12-07,2025-01-04,5,2024,56.0,16.592265661272382,1.17559191344143
Ohio,4,2024-12-07,2025-01-04,5,2024,1302.0,239.6064406235482,1.6
Oklahoma,4,2024-12-07,2025-01-04,5,2024,404.0,195.47451151905287,0.7233543565818321
Oregon,4,2024-12-07,2025-01-04,5,2024,539.0,147.83075153825382,1.2887593749477677
Pennsylvania,4,2024-12-07,2025-01-04,5,2024,2032.0,500.2914121385666,1.400080220687424
Puerto Rico,4,2024-12-07,2025-01-04,5,2024,1010.0,276.63854879425867,1.292375135495977
Rhode Island,4,2024-12-07,2025-01-04,5,2024,93.0,25.426962420068044,1.2689099895031708
South Carolina,4,2024-12-07,2025-01-04,5,2024,520.0,103.37245725168,1.6
South Dakota,4,2024-12-07,2025-01-04,5,2024,47.0,28.30426614082235,0.493467903407975
Tennessee,4,2024-12-07,2025-01-04,5,2024,1063.0,184.5378677926664,1.6
Texas,4,2024-12-07,2025-01-04,5,2024,2526.0,829.6165909458307,1.1126198017391769
US,4,2024-12-07,2025-01-04,5,2024,39611.0,9116.068572423395,1.4689837787043647
Utah,4,2024-12-07,2025-01-04,5,2024,388.0,67.6404499407525,1.6
Vermont,4,2024-12-07,2025-01-04,5,2024,35.0,18.22710334634473,0.6271980222169176
Virginia,4,2024-12-07,2025-01-04,5,2024,669.0,259.9543964352257,0.9429320466305544
Washington,4,2024-12-07,2025-01-04,5,2024,531.0,142.2020149458626,1.3123871640630966
West Virginia,4,2024-12-07,2025-01-04,5,2024,199.0,58.73073968881032,1.2084705760062286
Wisconsin,4,2024-12-07,2025-01-04,5,2024,389.0,160.6637861224906,0.880627954812085
Wyoming,4,2024-12-07,2025-01-04,5,2024,116.0,11.539493722140584,1.6
Alabama,4,2024-12-14,2025-01-11,6,2024,473.0,191.5384260147919,0.9009115722265362
Alaska,4,2024-12-14,2025-01-11,6,2024,45.0,22.52944304187473,0.6703888641585367
Arizona,4,2024-12-14,2025-01-11,6,2024,1483.0,1003.5614600616622,0.3901900566136707
Arkansas,4,2024-12-14,2025-01-11,6,2024,158.0,127.1540977875074,0.2156707734289389
California,4,2024-12-14,2025-01-11,6,2024,3259.0,1566.0158853150278,0.7325540946502267
Colorado,4,2024-12-14,2025-01-11,6,2024,499.0,150.03292620235806,1.1971102310574029
Connecticut,4,2024-12-14,2025-01-11,6,2024,258.0,61.97595571471183,1.4140750634789674
Delaware,4,2024-12-14,2025-01-11,6,2024,108.0,31.978881705927805,1.1954804739222
District of Columbia,4,2024-12-14,2025-01-11,6,2024,44.0,15.45914240760445,1.0057813974823495
Florida,4,2024-12-14,2025-01-11,6,2024,2458.0,674.9810966723119,1.291344930066712
Georgia,4,2024-12-14,2025-01-11,6,2024,823.0,233.7589247334249,1.2556113945100078
Hawaii,4,2024-12-14,2025-01-11,6,2024,113.0,48.97593424648967,0.8246568739058358
Idaho,4,2024-12-14,2025-01-11,6,2024,136.0,97.13357383644806,0.333651376865494
Illinois,4,2024-12-14,2025-01-11,6,2024,1410.0,338.3568690384397,1.4250016871562077
Indiana,4,2024-12-14,2025-01-11,6,2024,523.0,279.601946860443,0.6245545784713231
Iowa,4,2024-12-14,2025-01-11,6,2024,266.0,56.637005657637474,1.5330838376530682
Kansas,4,2024-12-14,2025-01-11,6,2024,236.0,110.5435910238682,0.7536446757496336
Kentucky,4,2024-12-14,2025-01-11,6,2024,463.0,138.23979561589954,1.2036869571388813
Louisiana,4,2024-12-14,2025-01-11,6,2024,446.0,177.61715030772615,0.9173139044223576
Maine,4,2024-12-14,2025-01-11,6,2024,92.0,38.02335108830586,0.868439280346395
Maryland,4,2024-12-14,2025-01-11,6,2024,372.0,144.40416558421873,0.9420612058198464
Massachusetts,4,2024-12-14,2025-01-11,6,2024,594.0,206.19786874510288,1.054887181192436
Michigan,4,2024-12-14,2025-01-11,6,2024,747.0,231.25855858277885,1.169551750226331
Minnesota,4,2024-12-14,2025-01-11,6,2024,893.0,166.4458800397183,1.6
Mississippi,4,2024-12-14,2025-01-11,6,2024,219.0,114.06325518082176,0.648145524157818
Missouri,4,2024-12-14,2025-01-11,6,2024,647.0,225.96300324145,1.0491036734689685
Montana,4,2024-12-14,2025-01-11,6,2024,65.0,26.96052239087455,0.8588611413276768
Nebraska,4,2024-12-14,2025-01-11,6,2024,171.0,41.57525967047532,1.3962211511529348
Nevada,4,2024-12-14,2025-01-11,6,2024,260.0,111.78132167423551,0.8390696699643065
New Hampshire,4,2024-12-14,2025-01-11,6,2024,90.0,27.96390429570709,1.1448091312455937
New Jersey,4,2024-12-14,2025-01-11,6,2024,1078.0,252.22440287468012,1.449513901770075
New Mexico,4,2024-12-14,2025-01-11,6,2024,252.0,112.11714959009495,0.8049654850040993
New York,4,2024-12-14,2025-01-11,6,2024,2249.0,649.3429950274997,1.241185586827681
North Carolina,4,2024-12-14,2025-01-11,6,2024,833.0,173.50922961351392,1.564255770346997
North Dakota,4,2024-12-14,2025-01-11,6,2024,38.0,15.292280381423456,0.8728702467307357
Ohio,4,2024-12-14,2025-01-11,6,2024,1044.0,276.88202549600965,1.324575509497552
Oklahoma,4,2024-12-14,2025-01-11,6,2024,285.0,185.9747880309117,0.4250180264188614
Oregon,4,2024-12-14,2025-01-11,6,2024,321.0,167.33891869881072,0.6485722250986408
Pennsylvania,4,2024-12-14,2025-01-11,6,2024,2060.0,550.2944323619154,1.3186775544535347
Puerto Rico,4,2024-12-14,2025-01-11,6,2024,1249.0,378.39166911571976,1.1923297310868044
Rhode Island,4,2024-12-14,2025-01-11,6,2024,69.0,28.49076532877648,0.8644180674132329
South Carolina,4,2024-12-14,2025-01-11,6,2024,443.0,114.1859795825676,1.3492765265895237
South Dakota,4,2024-12-14,2025-01-11,6,2024,50.0,26.7473003350706,0.6086870824870774
Tennessee,4,2024-12-14,2025-01-11,6,2024,684.0,209.119969398336,1.1817401878154632
Texas,4,2024-12-14,2025-01-11,6,2024,2054.0,869.898296499748,0.8585059232563488
US,4,2024-12-14,2025-01-11,6,2024,31805.0,10926.315232851908,1.0683893120768977
Utah,4,2024-12-14,2025-01-11,6,2024,256.0,93.58228684868809,0.9996058689837648
Vermont,4,2024-12-14,2025-01-11,6,2024,35.0,17.531497608364514,0.6640470806818386
Virginia,4,2024-12-14,2025-01-11,6,2024,464.0,259.2365965344352,0.5804462016877858
Washington,4,2024-12-14,2025-01-11,6,2024,392.0,151.85964068081705,0.9442894926995926
West Virginia,4,2024-12-14,2025-01-11,6,2024,144.0,65.9740082616083,0.7724291346903032
Wisconsin,4,2024-12-14,2025-01-11,6,2024,388.0,156.00574944055563,0.9072969183001752
Wyoming,4,2024-12-14,2025-01-11,6,2024,62.0,10.12079999202959,1.6
Alabama,4,2024-12-21,2025-01-18,7,2024,488.0,232.6535791866918,0.7385229018637336
Alaska,4,2024-12-21,2025-01-18,7,2024,33.0,29.67067866034925,0.1030534189112364
Arizona,4,2024-12-21,2025-01-18,7,2024,1077.0,1143.019813537607,-0.0594407398466998
Arkansas,4,2024-12-21,2025-01-18,7,2024,223.0,131.90881163139537,0.5219827856144654
California,4,2024-12-21,2025-01-18,7,2024,3659.0,1898.9619255562257,0.6556293006226008
Colorado,4,2024-12-21,2025-01-18,7,2024,441.0,175.73855003570463,0.9166383599611514
Connecticut,4,2024-12-21,2025-01-18,7,2024,251.0,73.18658655654727,1.2228457278502305
Delaware,4,2024-12-21,2025-01-18,7,2024,94.0,32.514573637039845,1.041896513427862
District of Columbia,4,2024-12-21,2025-01-18,7,2024,58.0,14.929701574120012,1.3093520537361365
Florida,4,2024-12-21,2025-01-18,7,2024,2718.0,767.1169564565118,1.264077436026545
Georgia,4,2024-12-21,2025-01-18,7,2024,992.0,298.70434618509194,1.1979341880422796
Hawaii,4,2024-12-21,2025-01-18,7,2024,91.0,61.69827994288244,0.3834545629143324
Idaho,4,2024-12-21,2025-01-18,7,2024,125.0,125.98492852357172,-0.0077864994221679
Illinois,4,2024-12-21,2025-01-18,7,2024,1383.0,450.3221752444763,1.1205516941802705
Indiana,4,2024-12-21,2025-01-18,7,2024,542.0,350.04622579454985,0.4361914077190434
Iowa,4,2024-12-21,2025-01-18,7,2024,246.0,66.64448839787536,1.2951224576454496
Kansas,4,2024-12-21,2025-01-18,7,2024,200.0,154.12164780950573,0.259095274376139
Kentucky,4,2024-12-21,2025-01-18,7,2024,397.0,152.4420371505073,0.9531291177091096
Louisiana,4,2024-12-21,2025-01-18,7,2024,477.0,222.29144405538392,0.7611328902979855
Maine,4,2024-12-21,2025-01-18,7,2024,86.0,39.42233039365463,0.766525753871627
Maryland,4,2024-12-21,2025-01-18,7,2024,466.0,159.30070382329424,1.0692778073999332
Massachusetts,4,2024-12-21,2025-01-18,7,2024,757.0,231.65958261313253,1.1811070192331288
Michigan,4,2024-12-21,2025-01-18,7,2024,613.0000000000001,296.3111017544116,0.7252158569149154
Minnesota,4,2024-12-21,2025-01-18,7,2024,923.0,192.68757550847312,1.562465646246884
Mississippi,4,2024-12-21,2025-01-18,7,2024,229.0,127.41976213203615,0.5827750188247292
Missouri,4,2024-12-21,2025-01-18,7,2024,559.0,242.1265907126667,0.8343545266008521
Montana,4,2024-12-21,2025-01-18,7,2024,80.0,28.9313594171104,0.9955424139558752
Nebraska,4,2024-12-21,2025-01-18,7,2024,128.0,45.410957900458655,1.0222768113634189
Nevada,4,2024-12-21,2025-01-18,7,2024,190.0,129.7865191462051,0.3787070589665147
New Hampshire,4,2024-12-21,2025-01-18,7,2024,86.0,33.19503209433891,0.9338277455367848
New Jersey,4,2024-12-21,2025-01-18,7,2024,1259.0,281.3270930108304,1.4958006968829531
New Mexico,4,2024-12-21,2025-01-18,7,2024,251.0,115.24798420198417,0.7737033833922862
New York,4,2024-12-21,2025-01-18,7,2024,2617.0,748.4467388383348,1.2508306937092923
North Carolina,4,2024-12-21,2025-01-18,7,2024,1109.0,235.71711759361392,1.5452494627264857
North Dakota,4,2024-12-21,2025-01-18,7,2024,61.0,17.196760786811797,1.2258907855490433
Ohio,4,2024-12-21,2025-01-18,7,2024,1148.0,301.8065088237014,1.3335532610617251
Oklahoma,4,2024-12-21,2025-01-18,7,2024,439.0,205.24942270622424,0.7576885007015584
Oregon,4,2024-12-21,2025-01-18,7,2024,290.0,232.00460815307247,0.2222650363203664
Pennsylvania,4,2024-12-21,2025-01-18,7,2024,2483.0,618.7558177246672,1.3882998849700805
Puerto Rico,4,2024-12-21,2025-01-18,7,2024,643.0000000000001,430.45554709591886,0.400534240364176
Rhode Island,4,2024-12-21,2025-01-18,7,2024,107.0,42.24819896669281,0.9151756370020054
South Carolina,4,2024-12-21,2025-01-18,7,2024,642.0,134.9130625845525,1.554129288608035
South Dakota,4,2024-12-21,2025-01-18,7,2024,55.0,31.10223636578013,0.55642599431004
Tennessee,4,2024-12-21,2025-01-18,7,2024,570.0,259.97824298850134,0.7829521660052841
Texas,4,2024-12-21,2025-01-18,7,2024,2445.0,963.4223859073386,0.9306799579455678
US,4,2024-12-21,2025-01-18,7,2024,33638.0,13547.781402141018,0.909389498286723
Utah,4,2024-12-21,2025-01-18,7,2024,199.0,112.0053050965492,0.5708826011806343
Vermont,4,2024-12-21,2025-01-18,7,2024,41.0,21.6639622321244,0.6168935221823979
Virginia,4,2024-12-21,2025-01-18,7,2024,493.0,311.7093505736491,0.4572613504732539
Washington,4,2024-12-21,2025-01-18,7,2024,360.0,261.6871603265279,0.3179141386389386
West Virginia,4,2024-12-21,2025-01-18,7,2024,133.0,70.74260216002894,0.6247550564105158
Wisconsin,4,2024-12-21,2025-01-18,7,2024,593.0,182.9764166145956,1.1720717405410594
Wyoming,4,2024-12-21,2025-01-18,7,2024,84.0,24.306994619490617,1.2115704317933065
Alabama,4,2024-12-28,2025-01-25,8,2024,626.0,344.71088711584906,0.5953437012424585
Alaska,4,2024-12-28,2025-01-25,8,2024,29.0,26.43573224628801,0.0893511212836655
Arizona,4,2024-12-28,2025-01-25,8,2024,999.0,1657.9151403113528,-0.5061638587917585
Arkansas,4,2024-12-28,2025-01-25,8,2024,388.0,138.48402836444944,1.025629240922851
California,4,2024-12-28,2025-01-25,8,2024,4076.0,2881.774780270513,0.3466081281524147
Colorado,4,2024-12-28,2025-01-25,8,2024,456.0,207.49833319380315,0.7847523439616291
Connecticut,4,2024-12-28,2025-01-25,8,2024,385.0,94.22476728605712,1.3995973009355769
Delaware,4,2024-12-28,2025-01-25,8,2024,117.0,62.351150177835535,0.6219915619385423
District of Columbia,4,2024-12-28,2025-01-25,8,2024,207.0,19.54971700384192,1.6
Florida,4,2024-12-28,2025-01-25,8,2024,3255.0,976.5025624880096,1.2032538137952369
Georgia,4,2024-12-28,2025-01-25,8,2024,1195.0,394.5984915158293,1.106338147924423
Hawaii,4,2024-12-28,2025-01-25,8,2024,88.0,75.37455081850369,0.1529868335211288
Idaho,4,2024-12-28,2025-01-25,8,2024,105.0,196.25866353059547,-0.6210767862240214
Illinois,4,2024-12-28,2025-01-25,8,2024,1728.0,616.0347988885884,1.0303730632247523
Indiana,4,2024-12-28,2025-01-25,8,2024,788.0,427.3571431510329,0.6108090266065362
Iowa,4,2024-12-28,2025-01-25,8,2024,304.0,85.45955139186452,1.2606350860019688
Kansas,4,2024-12-28,2025-01-25,8,2024,216.0,160.76194390225157,0.2937715811406312
Kentucky,4,2024-12-28,2025-01-25,8,2024,439.0,238.97721900648887,0.6062307288818767
Louisiana,4,2024-12-28,2025-01-25,8,2024,521.0,328.2723139618822,0.460782477461878
Maine,4,2024-12-28,2025-01-25,8,2024,109.0,46.7502678087732,0.8344956903207099
Maryland,4,2024-12-28,2025-01-25,8,2024,611.0,187.5707935493744,1.1772587835340893
Massachusetts,4,2024-12-28,2025-01-25,8,2024,991.0,233.99848314791905,1.440144047851251
Michigan,4,2024-12-28,2025-01-25,8,2024,992.0,413.1625025659978,0.8744722489596475
Minnesota,4,2024-12-28,2025-01-25,8,2024,925.0,254.784560367427,1.2865387055426654
Mississippi,4,2024-12-28,2025-01-25,8,2024,323.0,144.13008767927582,0.8031130191672249
Missouri,4,2024-12-28,2025-01-25,8,2024,655.0,336.93990871110043,0.6632926941450759
Montana,4,2024-12-28,2025-01-25,8,2024,68.0,40.25630087946348,0.514302654888394
Nebraska,4,2024-12-28,2025-01-25,8,2024,182.0,99.54887656343334,0.5988422095998143
Nevada,4,2024-12-28,2025-01-25,8,2024,196.0,179.62521336535522,0.0867794886105075
New Hampshire,4,2024-12-28,2025-01-25,8,2024,144.0,34.343758687511496,1.4116119233037083
New Jersey,4,2024-12-28,2025-01-25,8,2024,1591.0,377.41037081616776,1.4367671225827
New Mexico,4,2024-12-28,2025-01-25,8,2024,196.0,174.15356956501256,0.117540599256416
New York,4,2024-12-28,2025-01-25,8,2024,2931.0,964.4693696877006,1.110825686459755
North Carolina,4,2024-12-28,2025-01-25,8,2024,1582.0,305.84957427052257,1.6
North Dakota,4,2024-12-28,2025-01-25,8,2024,89.0,19.637359879001508,1.4727066507375222
Ohio,4,2024-12-28,2025-01-25,8,2024,1735.0,424.7749557951752,1.4054279613174314
Oklahoma,4,2024-12-28,2025-01-25,8,2024,692.0,240.7414515227257,1.0531612262977337
Oregon,4,2024-12-28,2025-01-25,8,2024,277.0,296.978107533005,-0.069398905461762
Pennsylvania,4,2024-12-28,2025-01-25,8,2024,3182.0,748.7840896154964,1.445794142709956
Puerto Rico,4,2024-12-28,2025-01-25,8,2024,505.0,504.4403068802804,0.0011067250791576
Rhode Island,4,2024-12-28,2025-01-25,8,2024,114.0,42.31918580886688,0.9763365012162524
South Carolina,4,2024-12-28,2025-01-25,8,2024,833.0,181.3566752750984,1.520268878836327
South Dakota,4,2024-12-28,2025-01-25,8,2024,88.0,34.156314682918506,0.9288321180253564
Tennessee,4,2024-12-28,2025-01-25,8,2024,646.0,338.4524167997758,0.6450125140267096
Texas,4,2024-12-28,2025-01-25,8,2024,3319.0,1322.706082654964,0.9195293420098852
US,4,2024-12-28,2025-01-25,8,2024,41354.0,20619.765850376178,0.6958947141014065
Utah,4,2024-12-28,2025-01-25,8,2024,185.0,163.978782071438,0.1199298015879115
Vermont,4,2024-12-28,2025-01-25,8,2024,58.0,22.31259898818069,0.9285435003689012
Virginia,4,2024-12-28,2025-01-25,8,2024,685.0,338.434726189097,0.7035959637510718
Washington,4,2024-12-28,2025-01-25,8,2024,417.0,468.985432417536,-0.1172202668426907
West Virginia,4,2024-12-28,2025-01-25,8,2024,160.0,79.18033901896266,0.6971260295555108
Wisconsin,4,2024-12-28,2025-01-25,8,2024,857.0,221.40297939894384,1.3501131406232831
Wyoming,4,2024-12-28,2025-01-25,8,2024,89.0,20.004925232594392,1.4550527252204013
Alabama,4,2025-01-04,2025-02-01,9,2024,734.0,429.2958582569438,0.5353974846599137
Alaska,4,2025-01-04,2025-02-01,9,2024,30.0,33.55795130140803,-0.1086504582204641
Arizona,4,2025-01-04,2025-02-01,9,2024,836.0,2473.480326154244,-1.083961613236082
Arkansas,4,2025-01-04,2025-02-01,9,2024,551.0,167.2589861122228,1.1880436698933543
California,4,2025-01-04,2025-02-01,9,2024,4576.0,4104.157097754106,0.1087997496445485
Colorado,4,2025-01-04,2025-02-01,9,2024,543.0,408.1012184283102,0.2849866436108952
Connecticut,4,2025-01-04,2025-02-01,9,2024,493.0,196.8693659853036,0.9149284719869007
Delaware,4,2025-01-04,2025-02-01,9,2024,198.0,115.2012505981474,0.537981217902054
District of Columbia,4,2025-01-04,2025-02-01,9,2024,197.0,27.556922400516548,1.6
Florida,4,2025-01-04,2025-02-01,9,2024,3800.0,1536.9811873088524,0.904793550917292
Georgia,4,2025-01-04,2025-02-01,9,2024,1373.0,644.5677211000971,0.75535135537252
Hawaii,4,2025-01-04,2025-02-01,9,2024,70.0,87.92515362687415,-0.2251151683922074
Idaho,4,2025-01-04,2025-02-01,9,2024,162.0,339.967122006617,-0.7380358554255118
Illinois,4,2025-01-04,2025-02-01,9,2024,2146.0,1140.117589628602,0.6320633949319383
Indiana,4,2025-01-04,2025-02-01,9,2024,1295.0,611.6219212550063,0.7492898991919628
Iowa,4,2025-01-04,2025-02-01,9,2024,457.0,160.4584288657827,1.042621480990011
Kansas,4,2025-01-04,2025-02-01,9,2024,390.0,234.9044353814048,0.5052807717925569
Kentucky,4,2025-01-04,2025-02-01,9,2024,741.0,426.4515999348896,0.551508177726614
Louisiana,4,2025-01-04,2025-02-01,9,2024,620.0,402.9963748864049,0.4299251770660399
Maine,4,2025-01-04,2025-02-01,9,2024,151.0,60.64921707716391,0.9024199907948444
Maryland,4,2025-01-04,2025-02-01,9,2024,810.0,204.2892871364316,1.3738479129599108
Massachusetts,4,2025-01-04,2025-02-01,9,2024,1347.0,321.81927176448016,1.4292846549859295
Michigan,4,2025-01-04,2025-02-01,9,2024,1379.0,599.7926801637309,0.831588861258016
Minnesota,4,2025-01-04,2025-02-01,9,2024,881.0,409.48399070599976,0.7648551273729822
Mississippi,4,2025-01-04,2025-02-01,9,2024,537.0,195.6123977897932,1.0066242934512557
Missouri,4,2025-01-04,2025-02-01,9,2024,1039.0,549.4521268609851,0.6362360027678369
Montana,4,2025-01-04,2025-02-01,9,2024,109.0,56.16428774939433,0.6545510024336245
Nebraska,4,2025-01-04,2025-02-01,9,2024,308.0,152.47904293775792,0.6997772472840849
Nevada,4,2025-01-04,2025-02-01,9,2024,178.0,205.2691709394136,-0.1417961650637291
New Hampshire,4,2025-01-04,2025-02-01,9,2024,174.0,63.79901047402882,0.9934956411443984
New Jersey,4,2025-01-04,2025-02-01,9,2024,1794.0,628.0484571022724,1.048552008870839
New Mexico,4,2025-01-04,2025-02-01,9,2024,214.0,190.41783472976067,0.1161793730435603
New York,4,2025-01-04,2025-02-01,9,2024,3128.0,1444.8088149371029,0.7720445661942401
North Carolina,4,2025-01-04,2025-02-01,9,2024,2082.0,576.2403376400557,1.2833057317718195
North Dakota,4,2025-01-04,2025-02-01,9,2024,104.0,30.783161620218166,1.1950237094088538
Ohio,4,2025-01-04,2025-02-01,9,2024,2523.0,716.0403457556713,1.2584681144135317
Oklahoma,4,2025-01-04,2025-02-01,9,2024,1114.0,332.3953647942404,1.2072806165108825
Oregon,4,2025-01-04,2025-02-01,9,2024,500.0,356.44659942659297,0.337620122341252
Pennsylvania,4,2025-01-04,2025-02-01,9,2024,3853.0,1380.2888574464844,1.026094552015996
Puerto Rico,4,2025-01-04,2025-02-01,9,2024,348.00000000000006,635.5595765628376,-0.6010060916706363
Rhode Island,4,2025-01-04,2025-02-01,9,2024,173.0,65.71043900628092,0.958693851698076
South Carolina,4,2025-01-04,2025-02-01,9,2024,1287.0,283.04309421366816,1.5117199398254986
South Dakota,4,2025-01-04,2025-02-01,9,2024,139.0,42.312499964519446,1.1732011464783576
Tennessee,4,2025-01-04,2025-02-01,9,2024,944.0,543.0788063656798,0.552090826486876
Texas,4,2025-01-04,2025-02-01,9,2024,4729.0,2148.058381439513,0.7888954184188481
US,4,2025-01-04,2025-02-01,9,2024,52464.0,34354.075576849966,0.4233965122500542
Utah,4,2025-01-04,2025-02-01,9,2024,195.0,272.5437047977271,-0.3333467480286884
Vermont,4,2025-01-04,2025-02-01,9,2024,84.0,27.71846171925932,1.085111075051878
Virginia,4,2025-01-04,2025-02-01,9,2024,1083.0,426.3661399393879,0.9307720656048036
Washington,4,2025-01-04,2025-02-01,9,2024,602.0,567.8867730040874,0.0582357753655209
West Virginia,4,2025-01-04,2025-02-01,9,2024,267.0,119.91465455979198,0.7959020179959184
Wisconsin,4,2025-01-04,2025-02-01,9,2024,1068.0,296.7077487520568,1.278366614614959
Wyoming,4,2025-01-04,2025-02-01,9,2024,102.0,61.3463389895132,0.5020240349163076
Alabama,4,2025-01-11,2025-02-08,10,2024,660.0,413.72118367862345,0.4661473919685566
Alaska,4,2025-01-11,2025-02-08,10,2024,26.0,53.38302118095838,-0.7002151284967564
Arizona,4,2025-01-11,2025-02-08,10,2024,836.0,2947.7996975579945,-1.2593294138616429
Arkansas,4,2025-01-11,2025-02-08,10,2024,752.0,199.5979812154689,1.3227624160541591
California,4,2025-01-11,2025-02-08,10,2024,3662.0,4108.079882134591,-0.1149166466882203
Colorado,4,2025-01-11,2025-02-08,10,2024,622.0,644.9985936902086,-0.036250808042638
Connecticut,4,2025-01-11,2025-02-08,10,2024,538.0,343.4904690363118,0.4476491469154666
Delaware,4,2025-01-11,2025-02-08,10,2024,231.0,200.74011700333685,0.1397570520688518
District of Columbia,4,2025-01-11,2025-02-08,10,2024,259.0,51.60818914395488,1.5978098362424182
Florida,4,2025-01-11,2025-02-08,10,2024,3362.0,2201.4379575535945,0.4232685234283515
Georgia,4,2025-01-11,2025-02-08,10,2024,1301.0,876.944301472302,0.3940736691043236
Hawaii,4,2025-01-11,2025-02-08,10,2024,83.0,150.43167464862864,-0.5893177319601506
Idaho,4,2025-01-11,2025-02-08,10,2024,175.0,256.0579733680321,-0.3788176417258508
Illinois,4,2025-01-11,2025-02-08,10,2024,2369.0,1266.2440907058274,0.6260454198723586
Indiana,4,2025-01-11,2025-02-08,10,2024,1711.0,656.1977907666594,0.9574325321287356
Iowa,4,2025-01-11,2025-02-08,10,2024,607.0,219.3660679851472,1.0148847730501496
Kansas,4,2025-01-11,2025-02-08,10,2024,483.0,317.80756803624416,0.4174972209473218
Kentucky,4,2025-01-11,2025-02-08,10,2024,1196.0,409.5700460178557,1.0700271553686465
Louisiana,4,2025-01-11,2025-02-08,10,2024,494.0,496.1099029853892,-0.0042533718490744
Maine,4,2025-01-11,2025-02-08,10,2024,205.0,85.14208751293299,0.8718780555016821
Maryland,4,2025-01-11,2025-02-08,10,2024,1086.0,295.20612713355257,1.3001212997028349
Massachusetts,4,2025-01-11,2025-02-08,10,2024,1637.0,498.0840516372381,1.1884567426911603
Michigan,4,2025-01-11,2025-02-08,10,2024,1701.0,719.3171653832492,0.8598676866414188
Minnesota,4,2025-01-11,2025-02-08,10,2024,699.0,636.8224615371404,0.0930203638766142
Mississippi,4,2025-01-11,2025-02-08,10,2024,467.0,198.2363246983637,0.853976614487987
Missouri,4,2025-01-11,2025-02-08,10,2024,1335.0,665.8045316581287,0.6949384071150781
Montana,4,2025-01-11,2025-02-08,10,2024,161.0,57.275198598717424,1.022419742358971
Nebraska,4,2025-01-11,2025-02-08,10,2024,319.0,225.00600302890905,0.3477594347994328
Nevada,4,2025-01-11,2025-02-08,10,2024,222.0,398.9793376741241,-0.5842411184989658
New Hampshire,4,2025-01-11,2025-02-08,10,2024,203.0,118.77124757604228,0.532536340507205
New Jersey,4,2025-01-11,2025-02-08,10,2024,1888.0,1103.105949178495,0.5370116768103648
New Mexico,4,2025-01-11,2025-02-08,10,2024,215.0,243.5498842754841,-0.1241409060869571
New York,4,2025-01-11,2025-02-08,10,2024,2942.0,2183.190258736752,0.2981843003567466
North Carolina,4,2025-01-11,2025-02-08,10,2024,2280.0,908.839754644284,0.9191007320773156
North Dakota,4,2025-01-11,2025-02-08,10,2024,127.0,57.8906985027661,0.776347105889549
Ohio,4,2025-01-11,2025-02-08,10,2024,3269.0,1051.0075766499936,1.1340896684808026
Oklahoma,4,2025-01-11,2025-02-08,10,2024,1076.0,367.4394141405844,1.0726583911456835
Oregon,4,2025-01-11,2025-02-08,10,2024,566.0,273.88330230638013,0.7240126513748768
Pennsylvania,4,2025-01-11,2025-02-08,10,2024,4358.0,2194.150402879004,0.6859921084027487
Puerto Rico,4,2025-01-11,2025-02-08,10,2024,251.0,919.9898942002748,-1.296019976045545
Rhode Island,4,2025-01-11,2025-02-08,10,2024,202.0,80.93656878551619,0.9072605825189424
South Carolina,4,2025-01-11,2025-02-08,10,2024,1241.0,381.54090653528255,1.177642669754782
South Dakota,4,2025-01-11,2025-02-08,10,2024,207.0,46.91664286285393,1.4680751854673135
Tennessee,4,2025-01-11,2025-02-08,10,2024,1067.0,780.4803310433739,0.3123530381859876
Texas,4,2025-01-11,2025-02-08,10,2024,4261.0,2490.328300129026,0.5369225115686627
US,4,2025-01-11,2025-02-08,10,2024,55483.0,42834.979440945215,0.2587163003105832
Utah,4,2025-01-11,2025-02-08,10,2024,218.0,372.55170285630345,-0.5339846931715577
Vermont,4,2025-01-11,2025-02-08,10,2024,134.0,34.41041547147152,1.3382687792156585
Virginia,4,2025-01-11,2025-02-08,10,2024,1315.0,509.5623831425424,0.9468392816630296
Washington,4,2025-01-11,2025-02-08,10,2024,747.0,519.2458635271885,0.3631014636651857
West Virginia,4,2025-01-11,2025-02-08,10,2024,458.0,160.00593061689375,1.0476090096247417
Wisconsin,4,2025-01-11,2025-02-08,10,2024,1153.0,350.0375877525073,1.1900961417216678
Wyoming,4,2025-01-11,2025-02-08,10,2024,106.0,141.53133501508597,-0.286733035916181
Alabama,4,2025-01-18,2025-02-15,11,2024,415.0,294.9073514498489,0.3406388567911271
Alaska,4,2025-01-18,2025-02-15,11,2024,53.0,39.56308111928931,0.2861257256869822
Arizona,4,2025-01-18,2025-02-15,11,2024,711.0,1477.9793063550749,-0.7310295595546075
Arkansas,4,2025-01-18,2025-02-15,11,2024,543.0,160.6607653307131,1.2134491483618142
California,4,2025-01-18,2025-02-15,11,2024,2785.0,3180.521786166656,-0.1327527560753747
